Epoch,Train_Reward,Test_Reward
1,0.7815591544611121,0.7779037116212634
2,0.781559154461112,0.7779037116212634
3,0.7815591544611118,0.7779037116212634
4,0.7815591544611123,0.7779037116212634
5,0.7815591544611131,0.7779037116212634
6,0.7815591544611132,0.7779037116212634
7,0.7815591544611129,0.7779037116212634
8,0.781559154461112,0.7779037116212634
9,0.7815591544611125,0.7779037116212634
10,0.7815591544611125,0.7779037116212634
11,0.7815591544611123,0.7779037116212634
12,0.781559154461114,0.7779037116212634
13,0.7815591544611132,0.7779037116212634
14,0.7815591544611138,0.7779037116212634
15,0.7815591544611128,0.7779037116212634
16,0.7815591544611128,0.7779037116212634
17,0.7815591544611113,0.7779037116212634
18,0.7815591544611131,0.7779037116212634
19,0.781559154461113,0.7779037116212634
20,0.7815591544611115,0.7779037116212634
21,0.7815591544611119,0.7779037116212634
22,0.7815591544611129,0.7779037116212634
23,0.7815591544611131,0.7779037116212634
24,0.7815591544611128,0.7779037116212634
25,0.7815591544611123,0.7779037116212634
26,0.7815591544611111,0.7779037116212634
27,0.781559154461112,0.7779037116212634
28,0.7815591544611117,0.7779037116212634
29,0.7815591544611119,0.7779037116212634
30,0.7815591544611115,0.7779037116212634
31,0.7815591544611118,0.7779037116212634
32,0.7815591544611138,0.7779037116212634
33,0.7815591544611121,0.7779037116212634
34,0.7815591544611118,0.7779037116212634
35,0.7815591544611109,0.7779037116212634
36,0.781559154461111,0.7779037116212634
37,0.7815591544611118,0.7779037116212634
38,0.7815591544611125,0.7779037116212634
39,0.7815591544611121,0.7779037116212634
40,0.7815591544611112,0.7779037116212634
41,0.781559154461112,0.7779037116212634
42,0.781559154461112,0.7779037116212634
43,0.7815591544611135,0.7779037116212634
44,0.7815591544611125,0.7779037116212634
45,0.7815591544611127,0.7779037116212634
46,0.7815591544611127,0.7779037116212634
47,0.7815591544611117,0.7779037116212634
48,0.7815591544611128,0.7779037116212634
49,0.7815591544611125,0.7779037116212634
50,0.7815591544611123,0.7779037116212634
51,0.7815591544611127,0.7779037116212634
52,0.7815591544611116,0.7779037116212634
53,0.7815591544611133,0.7779037116212634
54,0.7815591544611121,0.7779037116212634
55,0.7815591544611111,0.7779037116212634
56,0.7815591544611138,0.7779037116212634
57,0.7815591544611129,0.7779037116212634
58,0.7815591544611128,0.7779037116212634
59,0.7815591544611118,0.7779037116212634
60,0.7815591544611121,0.7779037116212634
61,0.7815591544611111,0.7779037116212634
62,0.7815591544611122,0.7779037116212634
63,0.7815591544611122,0.7779037116212634
64,0.7815591544611132,0.7779037116212634
65,0.7815591544611127,0.7779037116212634
66,0.7815591544611123,0.7779037116212634
67,0.7815591544611118,0.7779037116212634
68,0.7815591544611123,0.7779037116212634
69,0.7815591544611125,0.7779037116212634
70,0.7815591544611131,0.7779037116212634
71,0.7815591544611121,0.7779037116212634
72,0.7815591544611122,0.7779037116212634
73,0.7815591544611127,0.7779037116212634
74,0.7815591544611127,0.7779037116212634
75,0.7815591544611119,0.7779037116212634
76,0.7815591544611129,0.7779037116212634
77,0.7815591544611127,0.7779037116212634
78,0.781559154461112,0.7779037116212634
79,0.7815591544611118,0.7779037116212634
80,0.7815591544611117,0.7779037116212634
81,0.7815591544611101,0.7779037116212634
82,0.7815591544611121,0.7779037116212634
83,0.7815591544611123,0.7779037116212634
84,0.7815591544611141,0.7779037116212634
85,0.7815591544611117,0.7779037116212634
86,0.7815591544611118,0.7779037116212634
87,0.7815591544611129,0.7779037116212634
88,0.7815591544611112,0.7779037116212634
89,0.7815591544611127,0.7779037116212634
90,0.7815591544611116,0.7779037116212634
91,0.7815591544611121,0.7779037116212634
92,0.7815591544611118,0.7779037116212634
93,0.7815591544611116,0.7779037116212634
94,0.7815591544611113,0.7779037116212634
95,0.7815591544611138,0.7779037116212634
96,0.7815591544611121,0.7779037116212634
97,0.7815591544611121,0.7779037116212634
98,0.7815591544611142,0.7779037116212634
99,0.7815591544611123,0.7779037116212634
100,0.7815591544611115,0.7779037116212634
