Baseline,RCP,Bi-level,Bimodal+Random,Random+RL,GA+RL,Onion+Ra,Onion+RL,SOLO+Ra,SOLO+RL,ROMEN+Ra,ROMEN+RL
0.445,0.77,0.51,0.69,0.595,0.415,0.7,0.81,0.765,0.78,0.36,0.765
0.595,0.77,0.51,0.67,0.995,0.61,0.76,0.755,0.685,0.605,0.53,0.765
0.485,0.77,0.51,0.55,0.54,0.995,0.66,0.715,0.72,0.67,0.59,0.765
0.41,0.77,0.51,0.57,0.67,0.52,0.73,0.785,0.68,0.575,0.465,0.765
0.485,0.77,0.51,0.655,0.99,0.585,0.7,0.71,0.705,0.63,0.445,0.765
0.5,0.77,0.51,0.625,0.6,0.62,0.68,0.79,0.67,0.605,0.5,0.765
0.665,0.77,0.51,0.57,0.585,0.99,0.665,0.82,0.72,0.985,0.715,0.765
0.495,0.77,0.51,0.54,0.61,0.73,0.7,0.725,0.67,0.685,0.31,0.765
0.545,0.77,0.51,0.595,0.82,0.62,0.645,0.8,0.775,0.71,0.51,0.765
0.44,0.77,0.51,0.555,0.955,0.635,0.76,0.74,0.74,0.62,0.305,0.765
0.555,0.77,0.51,0.53,0.99,0.61,0.665,0.775,0.645,0.59,0.46,0.765
0.65,0.77,0.51,0.685,0.835,0.615,0.715,0.735,0.6,0.595,0.505,0.765
0.36,0.77,0.51,0.595,0.8,0.605,0.64,0.735,0.63,0.585,0.525,0.765
0.475,0.77,0.51,0.49,0.595,0.59,0.73,0.685,0.59,0.61,0.535,0.765
0.535,0.77,0.51,0.615,0.785,0.975,0.68,0.82,0.685,0.645,0.535,0.765
0.315,0.77,0.51,0.505,0.62,0.59,0.735,0.72,0.675,0.905,0.585,0.765
0.31,0.77,0.51,0.575,0.62,0.995,0.715,0.86,0.59,0.535,0.485,0.765
0.555,0.77,0.51,0.665,0.51,0.99,0.71,0.595,0.605,0.56,0.45,0.765
0.545,0.77,0.51,0.68,0.54,0.61,0.68,0.715,0.6,0.39,0.665,0.765
0.455,0.77,0.51,0.665,0.545,0.58,0.74,0.78,0.77,0.68,0.455,0.765
0.46,0.77,0.51,0.675,0.61,0.66,0.645,0.8,0.785,0.775,0.61,0.765
0.36,0.77,0.51,0.61,0.645,0.455,0.675,0.74,0.68,0.585,0.65,0.765
0.455,0.77,0.51,0.665,0.985,0.625,0.67,0.78,0.77,0.68,0.455,0.765
0.415,0.77,0.51,0.61,0.57,0.66,0.65,0.705,0.765,0.635,0.665,0.765
0.49,0.77,0.51,0.455,0.995,0.635,0.68,0.795,0.55,0.52,0.35,0.765
0.365,0.77,0.51,0.52,0.99,0.6,0.705,0.79,0.675,0.725,0.305,0.765
0.61,0.77,0.51,0.675,0.42,0.995,0.705,0.76,0.66,0.605,0.565,0.765
0.56,0.77,0.51,0.685,0.66,0.635,0.77,0.73,0.775,0.59,0.57,0.765
0.575,0.77,0.51,0.645,0.64,0.67,0.67,0.775,0.695,0.505,0.325,0.765
0.64,0.77,0.51,0.705,0.83,0.595,0.73,0.6,0.59,0.575,0.575,0.765
0.515,0.77,0.51,0.52,0.585,0.58,0.655,0.7,0.71,0.715,0.48,0.765
0.575,0.77,0.51,0.605,0.795,0.625,0.695,0.815,0.74,0.755,0.485,0.765
0.325,0.77,0.51,0.655,1.0,0.705,0.64,0.74,0.685,0.595,0.495,0.765
0.45,0.77,0.51,0.55,0.94,0.635,0.755,0.76,0.625,0.56,0.605,0.765
0.43,0.77,0.51,0.535,0.69,0.995,0.65,0.705,0.695,0.995,0.56,0.765
0.365,0.77,0.51,0.6,0.57,0.425,0.7,0.675,0.68,0.995,0.705,0.765
0.625,0.77,0.51,0.565,0.99,0.55,0.675,0.665,0.715,0.69,0.53,0.765
0.615,0.77,0.51,0.555,0.59,0.95,0.625,0.815,0.67,0.99,0.395,0.765
0.58,0.77,0.51,0.47,0.705,0.99,0.715,0.795,0.59,0.605,0.47,0.765
0.645,0.77,0.51,0.6,0.745,0.65,0.735,0.74,0.67,0.56,0.695,0.765
0.44,0.77,0.51,0.55,0.625,0.73,0.59,0.785,0.695,0.99,0.47,0.765
0.475,0.77,0.51,0.585,0.68,0.705,0.705,0.81,0.665,0.62,0.515,0.765
0.585,0.77,0.51,0.555,0.99,0.675,0.76,0.735,0.68,0.72,0.435,0.765
0.5,0.77,0.51,0.61,0.565,0.63,0.72,0.67,0.57,0.565,0.56,0.765
0.575,0.77,0.51,0.65,0.71,0.785,0.705,0.76,0.735,0.95,0.49,0.765
0.38,0.77,0.51,0.605,0.635,0.995,0.67,0.66,0.71,0.8,0.405,0.765
0.4,0.77,0.51,0.59,0.995,0.98,0.61,0.8,0.64,0.54,0.555,0.765
0.495,0.77,0.51,0.52,0.575,0.645,0.76,0.785,0.67,0.62,0.61,0.765
0.52,0.77,0.51,0.56,0.525,0.61,0.725,0.645,0.7,0.57,0.35,0.765
0.48,0.77,0.51,0.575,0.595,0.605,0.655,0.805,0.73,0.645,0.515,0.765
